task_desc,obj_type,verbs,goal_phase,issue_text,learning_text,valid_level,issue_task_id,issue_trial_num,issue_step_range,evidence_task_id,evidence_trial_num,evidence_step_range
put a hot mug in shelf.,microwave,"open, go to",RECOVER,Attempted to open microwave without being at its location.,Go to the appliance's location before attempting to open it.,VALID_SAME_TRIAL,pick_heat_then_place_in_recep-Mug-None-Shelf-20/trial_T20190907_054036_412242,1,13-13,pick_heat_then_place_in_recep-Mug-None-Shelf-20/trial_T20190907_054036_412242,1,15-16
put a hot mug in shelf.,"mug, microwave",heat,TRANSFORM,Direct heating of mug with microwave failed initially.,Use 'heat [item] with [appliance]' for direct heating when appliance is ready.,VALID_NEXT_TRIAL,pick_heat_then_place_in_recep-Mug-None-Shelf-20/trial_T20190907_054036_412242,1,12-12,pick_heat_then_place_in_recep-Mug-None-Shelf-20/trial_T20190907_054036_412242,5,26-26
put a hot mug in shelf.,"mug, microwave",put,RECOVER,"Attempted to put mug inside microwave, but it failed.",The 'heat [item] with [appliance]' command handles placement implicitly; avoid explicit 'put in'.,VALID_NEXT_TRIAL,pick_heat_then_place_in_recep-Mug-None-Shelf-20/trial_T20190907_054036_412242,1,17-18,pick_heat_then_place_in_recep-Mug-None-Shelf-20/trial_T20190907_054036_412242,5,26-26
put a hot mug in shelf.,"fridge, mug","open, search",SEARCH,"Fridge is unopenable, preventing object search.","If fridge is unopenable, search for objects on countertops.",VALID_NEXT_TRIAL,pick_heat_then_place_in_recep-Mug-None-Shelf-20/trial_T20190907_054036_412242,2,6-6,pick_heat_then_place_in_recep-Mug-None-Shelf-20/trial_T20190907_054036_412242,3,6-7
put a hot mug in shelf.,"potato, microwave",take,RECOVER,Cannot remove blocking item (potato) from microwave.,Some items in appliances are irremovable and do not block heating actions.,VALID_NEXT_TRIAL,pick_heat_then_place_in_recep-Mug-None-Shelf-20/trial_T20190907_054036_412242,2,12-13,pick_heat_then_place_in_recep-Mug-None-Shelf-20/trial_T20190907_054036_412242,5,26-26
put a hot mug in shelf.,"mug, coffeemachine","put, heat",TRANSFORM,Tried multiple incorrect methods to heat mug with coffeemachine.,"If coffeemachine fails to heat, try alternative heating appliances like the microwave.",VALID_NEXT_TRIAL,pick_heat_then_place_in_recep-Mug-None-Shelf-20/trial_T20190907_054036_412242,3,10-12,pick_heat_then_place_in_recep-Mug-None-Shelf-20/trial_T20190907_054036_412242,5,24-26
put a hot mug in shelf.,"pan, stoveburner",take,RECOVER,Cannot remove blocking item (pan) from stoveburner.,"Some items on stoveburners are irremovable, blocking their use for heating.",CANDIDATE,pick_heat_then_place_in_recep-Mug-None-Shelf-20/trial_T20190907_054036_412242,3,19-19,,,
put a hot mug in shelf.,"mug, stoveburner","put, heat",TRANSFORM,Attempted to heat mug directly on stoveburner without a container.,Heating on a stoveburner requires placing the item within a suitable container like a pan.,CANDIDATE,pick_heat_then_place_in_recep-Mug-None-Shelf-20/trial_T20190907_054036_412242,3,22-22,,,
put a hot mug in shelf.,"pan, countertop",take,RECOVER,"Cannot take pan from countertop, it is irremovable.",Some objects on countertops are irremovable and cannot be acquired.,CANDIDATE,pick_heat_then_place_in_recep-Mug-None-Shelf-20/trial_T20190907_054036_412242,3,26-26,,,
put a hot mug in shelf.,microwave,open,RECOVER,"Microwave cannot be opened, suggesting it is unusable or blocked.","If an appliance cannot be opened, try an alternative heating method.",VALID_NEXT_TRIAL,pick_heat_then_place_in_recep-Mug-None-Shelf-20/trial_T20190907_054036_412242,4,6-6,pick_heat_then_place_in_recep-Mug-None-Shelf-20/trial_T20190907_054036_412242,5,24-26
put a hot mug in shelf.,mug,take,ACQUIRE,Cannot pick up a new mug while already holding an item.,Release the currently held item before attempting to pick up a new one.,CANDIDATE,pick_heat_then_place_in_recep-Mug-None-Shelf-20/trial_T20190907_054036_412242,4,12-12,,,
put a hot mug in shelf.,"mug, countertop","put, drop",RECOVER,Unable to put down or drop the currently held mug on any surface.,Verify environmental conditions or alternative drop points if an item cannot be released.,CANDIDATE,pick_heat_then_place_in_recep-Mug-None-Shelf-20/trial_T20190907_054036_412242,4,16-33,,,
put a hot mug in shelf.,"mug, shelf","put, move",PLACE,Used incorrect verb/preposition to place mug on shelf.,Use 'move [item] to [destination]' to place an item on a surface.,VALID_SAME_TRIAL,pick_heat_then_place_in_recep-Mug-None-Shelf-20/trial_T20190907_054036_412242,5,28-31,pick_heat_then_place_in_recep-Mug-None-Shelf-20/trial_T20190907_054036_412242,5,33-33
put a hot plate in cabinet.,"plate, microwave","heat, open",TRANSFORM,Heating a plate with the microwave fails when the microwave is closed.,Open the microwave before heating a plate while holding it.,VALID_NEXT_TRIAL,pick_heat_then_place_in_recep-Plate-None-Cabinet-28/trial_T20190907_035752_332060,1,7-7,pick_heat_then_place_in_recep-Plate-None-Cabinet-28/trial_T20190907_035752_332060,2,10-12
put a hot plate in cabinet.,"plate, microwave","heat, close",TRANSFORM,Heating a plate with the microwave fails when the microwave is open.,Close the microwave before heating a plate while holding it.,VALID_NEXT_TRIAL,pick_heat_then_place_in_recep-Plate-None-Cabinet-28/trial_T20190907_035752_332060,4,26-26,pick_heat_then_place_in_recep-Plate-None-Cabinet-28/trial_T20190907_035752_332060,3,27-28
put a hot plate in cabinet.,microwave,"open, close, go",TRANSFORM,Attempting to open or close the microwave from a distant location fails.,Go to the microwave's location before attempting to open or close it.,VALID_NEXT_TRIAL,pick_heat_then_place_in_recep-Plate-None-Cabinet-28/trial_T20190907_035752_332060,1,8-9,pick_heat_then_place_in_recep-Plate-None-Cabinet-28/trial_T20190907_035752_332060,2,9-10
put a hot plate in cabinet.,"plate, stoveburner, pan",put,TRANSFORM,Unable to place a plate on a stoveburner that is already occupied.,Find an empty stoveburner or clear an occupied one to place the plate.,CANDIDATE,pick_heat_then_place_in_recep-Plate-None-Cabinet-28/trial_T20190907_035752_332060,2,7-7,,,
put a hot plate in cabinet.,"plate, microwave",put,TRANSFORM,Unable to place a plate inside an open microwave.,Plates cannot be placed inside the microwave; they must be heated while held.,CANDIDATE,pick_heat_then_place_in_recep-Plate-None-Cabinet-28/trial_T20190907_035752_332060,2,11-11,,,
put a hot plate in cabinet.,"plate, cabinet, countertop","heat, put",PLACE,"After heating a plate while holding it, the plate becomes unplaceable.","Avoid heating plates while holding them, as it leads to an unrecoverable state where they cannot be placed.",CANDIDATE,pick_heat_then_place_in_recep-Plate-None-Cabinet-28/trial_T20190907_035752_332060,2,15-24,,,
put a hot plate in cabinet.,plate,take,ACQUIRE,Unable to pick up new items while holding an unplaceable heated plate.,Ensure the currently held item can be placed before attempting to acquire new items.,CANDIDATE,pick_heat_then_place_in_recep-Plate-None-Cabinet-28/trial_T20190907_035752_332060,2,27-27,,,
put a hot plate in cabinet.,"stoveburner, pan, pot, plate",take,TRANSFORM,Unable to take items from occupied stoveburners while holding another item.,Place down the currently held item before attempting to clear an occupied stoveburner.,CANDIDATE,pick_heat_then_place_in_recep-Plate-None-Cabinet-28/trial_T20190907_035752_332060,3,12-21,,,
put a hot plate in cabinet.,"microwave, plate",close,TRANSFORM,Unable to close the microwave door while holding an item.,Place down the held item before attempting to close the microwave.,CANDIDATE,pick_heat_then_place_in_recep-Plate-None-Cabinet-28/trial_T20190907_035752_332060,4,27-31,,,
put a hot plate in cabinet.,"plate, stoveburner",heat,TRANSFORM,Heating a plate with a stoveburner while holding it fails.,Place the plate on an empty stoveburner before heating it.,CANDIDATE,pick_heat_then_place_in_recep-Plate-None-Cabinet-28/trial_T20190907_035752_332060,4,34-34,,,
heat some plate and put it in countertop.,cabinet,open,SEARCH,Failed to open multiple cabinets without first navigating to them.,Always navigate to the cabinet's location before attempting to open it.,VALID_NEXT_TRIAL,pick_heat_then_place_in_recep-Plate-None-CounterTop-1/trial_T20190909_115633_911483,1,3-11,pick_heat_then_place_in_recep-Plate-None-CounterTop-1/trial_T20190909_115633_911483,2,14-15
heat some plate and put it in countertop.,"plate, microwave",heat,TRANSFORM,Failed to heat plate with microwave.,Successfully heat the plate using the microwave by going to it and using the heat command.,VALID_NEXT_TRIAL,pick_heat_then_place_in_recep-Plate-None-CounterTop-1/trial_T20190909_115633_911483,1,18-18,pick_heat_then_place_in_recep-Plate-None-CounterTop-1/trial_T20190909_115633_911483,4,28-29
heat some plate and put it in countertop.,microwave,open,TRANSFORM,"Failed to open microwave, suggesting it is not an openable container.",The microwave is not an openable container; do not attempt to open it.,VALID_NEXT_TRIAL,pick_heat_then_place_in_recep-Plate-None-CounterTop-1/trial_T20190909_115633_911483,1,19-19,pick_heat_then_place_in_recep-Plate-None-CounterTop-1/trial_T20190909_115633_911483,4,28-29
heat some plate and put it in countertop.,"plate, stoveburner","heat, turn on, toggle",TRANSFORM,"Failed to activate stoveburner, suggesting it is not an activatable appliance for plates.",The stoveburner is not an activatable appliance for heating plates; do not attempt to use it.,CANDIDATE,pick_heat_then_place_in_recep-Plate-None-CounterTop-1/trial_T20190909_115633_911483,1,21-23,,,
heat some plate and put it in countertop.,"plate, countertop",move,PLACE,Failed to move plate to countertop while not at the target location.,Navigate to the target receptacle's location before attempting to move an object to it.,VALID_SAME_TRIAL,pick_heat_then_place_in_recep-Plate-None-CounterTop-1/trial_T20190909_115633_911483,1,27-27,pick_heat_then_place_in_recep-Plate-None-CounterTop-1/trial_T20190909_115633_911483,1,29-32
heat some plate and put it in countertop.,"plate, countertop","put, move",PLACE,"Failed to place plate using 'put' command, even when at the target location.",Use the 'move [object] to [location]' command instead of 'put [object] in [location]' to place items.,VALID_SAME_TRIAL,pick_heat_then_place_in_recep-Plate-None-CounterTop-1/trial_T20190909_115633_911483,1,30-30,pick_heat_then_place_in_recep-Plate-None-CounterTop-1/trial_T20190909_115633_911483,1,31-32
heat some plate and put it in countertop.,"plate, cabinet",take,ACQUIRE,Failed to take plate from cabinet while already holding another object.,Put down the currently held object and navigate to the target object's location before attempting to take it.,VALID_SAME_TRIAL,pick_heat_then_place_in_recep-Plate-None-CounterTop-1/trial_T20190909_115633_911483,2,19-19,pick_heat_then_place_in_recep-Plate-None-CounterTop-1/trial_T20190909_115633_911483,2,30-32
heat some plate and put it in countertop.,cabinet,open,SEARCH,"Failed to open cabinet 4, suggesting it is not an openable container.",Some cabinets are not interactive or openable; skip them if 'open' command fails.,CANDIDATE,pick_heat_then_place_in_recep-Plate-None-CounterTop-1/trial_T20190909_115633_911483,2,38-39,,,
heat some plate and put it in countertop.,drawer,open,SEARCH,"Failed to open multiple drawers, suggesting they are not openable containers.",Drawers are not openable containers; do not attempt to open them.,CANDIDATE,pick_heat_then_place_in_recep-Plate-None-CounterTop-1/trial_T20190909_115633_911483,4,4-5,,,
heat some plate and put it in countertop.,fridge,open,SEARCH,"Failed to open fridge, suggesting it is not an openable container.",The fridge is not an openable container; do not attempt to open it.,CANDIDATE,pick_heat_then_place_in_recep-Plate-None-CounterTop-1/trial_T20190909_115633_911483,4,20-20,,,
heat some plate and put it in countertop.,shelf,open,SEARCH,"Failed to open multiple shelves, suggesting they are not openable containers.",Shelves are not openable containers; do not attempt to open them.,CANDIDATE,pick_heat_then_place_in_recep-Plate-None-CounterTop-1/trial_T20190909_115633_911483,4,21-23,,,
put a hot plate in countertop.,"plate, microwave","heat, open",TRANSFORM,Attempted to interact with an appliance (heat or open) from a distant location.,Navigate to the appliance's location before attempting to interact with it.,VALID_SAME_TRIAL,pick_heat_then_place_in_recep-Plate-None-CounterTop-28/trial_T20190907_180330_211175,1,23-24,pick_heat_then_place_in_recep-Plate-None-CounterTop-28/trial_T20190907_180330_211175,1,26-26
put a hot plate in countertop.,"plate, microwave","put, heat",TRANSFORM,"Tried to heat a plate by placing it inside the microwave, which had no effect.",Heat an object directly with the microwave when it is in hand.,VALID_NEXT_TRIAL,pick_heat_then_place_in_recep-Plate-None-CounterTop-28/trial_T20190907_180330_211175,1,28-31,pick_heat_then_place_in_recep-Plate-None-CounterTop-28/trial_T20190907_180330_211175,4,30-30
put a hot plate in countertop.,"plate, stoveburner","put, heat",TRANSFORM,Tried to heat a plate by placing it on an occupied stoveburner.,Use the microwave to heat the plate directly while holding it.,VALID_NEXT_TRIAL,pick_heat_then_place_in_recep-Plate-None-CounterTop-28/trial_T20190907_180330_211175,1,37-37,pick_heat_then_place_in_recep-Plate-None-CounterTop-28/trial_T20190907_180330_211175,4,30-30
put a hot plate in countertop.,"cabinet, drawer, fridge",open,SEARCH,"Tried to open a container (cabinet, drawer, fridge) without first navigating to its location.",Always navigate to a container's location before attempting to open it.,VALID_SAME_TRIAL,pick_heat_then_place_in_recep-Plate-None-CounterTop-28/trial_T20190907_180330_211175,2,7-7,pick_heat_then_place_in_recep-Plate-None-CounterTop-28/trial_T20190907_180330_211175,2,46-47
put a hot plate in countertop.,cabinet,open,SEARCH,Tried to open a cabinet that was not an openable container.,,CANDIDATE,pick_heat_then_place_in_recep-Plate-None-CounterTop-28/trial_T20190907_180330_211175,3,21-26,,0,0-0
put a hot plate in countertop.,plate,heat,TRANSFORM,"Concluded that the plate could not be heated, leading to an incomplete task.",Heat an object directly with the microwave when it is in hand.,VALID_NEXT_TRIAL,pick_heat_then_place_in_recep-Plate-None-CounterTop-28/trial_T20190907_180330_211175,3,36-37,pick_heat_then_place_in_recep-Plate-None-CounterTop-28/trial_T20190907_180330_211175,4,30-30
put a hot plate in countertop.,"plate, countertop","move, place",PLACE,Tried to place an object on a receptacle without first navigating to its location.,Navigate to the target receptacle before attempting to place an object on it.,VALID_SAME_TRIAL,pick_heat_then_place_in_recep-Plate-None-CounterTop-28/trial_T20190907_180330_211175,4,32-32,pick_heat_then_place_in_recep-Plate-None-CounterTop-28/trial_T20190907_180330_211175,4,34-35
heat some plate and put it in countertop.,"plate, microwave",heat,TRANSFORM,Failed to heat plate directly with microwave without opening it.,"To heat an object, go to the microwave, open it, and then use the 'heat' command.",VALID_NEXT_TRIAL,pick_heat_then_place_in_recep-Plate-None-CounterTop-7,1,5-5,pick_heat_then_place_in_recep-Plate-None-CounterTop-7,2,24-27
heat some plate and put it in countertop.,microwave,open,RECOVER,Failed to open microwave without first navigating to its location.,Go to the appliance's location before attempting to open it.,VALID_NEXT_TRIAL,pick_heat_then_place_in_recep-Plate-None-CounterTop-7,1,6-7,pick_heat_then_place_in_recep-Plate-None-CounterTop-7,2,24-25
heat some plate and put it in countertop.,"cabinet, plate","open, search",SEARCH,"Failed to open multiple cabinets, indicating they might be inaccessible or empty.","If cabinets are inaccessible or empty, search for the object in alternative locations like countertops.",VALID_SAME_TRIAL,pick_heat_then_place_in_recep-Plate-None-CounterTop-7,2,2-14,pick_heat_then_place_in_recep-Plate-None-CounterTop-7,2,16-18
heat some plate and put it in countertop.,"plate, stoveburner",put,PLACE,"Failed to place plate on stoveburner, as it's not a suitable receptacle.","Place the plate on a countertop, not a stoveburner, as stoveburners are not suitable receptacles.",VALID_SAME_TRIAL,pick_heat_then_place_in_recep-Plate-None-CounterTop-7,2,21-22,pick_heat_then_place_in_recep-Plate-None-CounterTop-7,2,30-30
heat some plate and put it in countertop.,"plate, microwave",put,TRANSFORM,Failed to place plate inside open microwave using 'put in' command.,Directly use the 'heat' command on the object with the microwave; explicit 'put in' might not be required.,VALID_SAME_TRIAL,pick_heat_then_place_in_recep-Plate-None-CounterTop-7,2,26-26,pick_heat_then_place_in_recep-Plate-None-CounterTop-7,2,27-27
heat some potato and put it in garbagecan.,fridge,open,SEARCH,"Failed to open fridge, likely due to not being at its location.",Go to the container's location before attempting to open it.,VALID_NEXT_TRIAL,pick_heat_then_place_in_recep-Potato-None-GarbageCan-3,1,1-2,pick_heat_then_place_in_recep-Potato-None-GarbageCan-3,2,7-8
heat some potato and put it in garbagecan.,cabinet,open,SEARCH,"Failed to open cabinet, likely due to not being at its location.",Go to the container's location before attempting to open it.,VALID_SAME_TRIAL,pick_heat_then_place_in_recep-Potato-None-GarbageCan-3,2,1-1,pick_heat_then_place_in_recep-Potato-None-GarbageCan-3,2,3-4
heat some potato and put it in garbagecan.,"potato, microwave",heat,TRANSFORM,"Attempted to heat potato with microwave but nothing happened, likely due to not being at the microwave.",Go to the appliance's location before attempting to use it for transformation.,VALID_SAME_TRIAL,pick_heat_then_place_in_recep-Potato-None-GarbageCan-3,2,10-10,pick_heat_then_place_in_recep-Potato-None-GarbageCan-3,2,12-12
heat some potato and put it in garbagecan.,microwave,open,TRANSFORM,"Failed to open microwave, likely due to not being at its location.",Go to the appliance's location before attempting to open it.,VALID_SAME_TRIAL,pick_heat_then_place_in_recep-Potato-None-GarbageCan-3,2,11-11,pick_heat_then_place_in_recep-Potato-None-GarbageCan-3,2,12-13
heat some potato and put it in garbagecan.,"potato, microwave","put, heat",TRANSFORM,"Attempted to 'put' potato in microwave to heat it, but 'put' is not the correct command for heating.","Use the specific 'heat' command with the item and appliance, rather than 'put' to initiate heating.",VALID_SAME_TRIAL,pick_heat_then_place_in_recep-Potato-None-GarbageCan-3,2,14-14,pick_heat_then_place_in_recep-Potato-None-GarbageCan-3,2,19-19
heat some potato and put it in garbagecan.,microwave,close,RECOVER,"Closed the microwave immediately after opening it, preventing the next action.",Avoid closing an appliance if the next action requires it to be open.,VALID_SAME_TRIAL,pick_heat_then_place_in_recep-Potato-None-GarbageCan-3,2,15-15,pick_heat_then_place_in_recep-Potato-None-GarbageCan-3,2,17-17
put a hot tomato in garbagecan.,fridge,open,SEARCH,"Failed to open fridge 1 repeatedly, receiving 'Nothing happens' observation.","When containers fail to open, search open surfaces like countertops for the target object.",VALID_NEXT_TRIAL,pick_heat_then_place_in_recep-Tomato-None-GarbageCan-16/trial_T20190906_171701_034036,1,2-3,pick_heat_then_place_in_recep-Tomato-None-GarbageCan-16/trial_T20190906_171701_034036,2,24-27
put a hot tomato in garbagecan.,"drawer, cabinet",open,SEARCH,"Repeatedly failed to open various drawers and cabinets, receiving 'Nothing happens'.",Prioritize checking open surfaces like countertops for objects when container 'open' actions fail.,VALID_SAME_TRIAL,pick_heat_then_place_in_recep-Tomato-None-GarbageCan-16/trial_T20190906_171701_034036,2,1-22,pick_heat_then_place_in_recep-Tomato-None-GarbageCan-16/trial_T20190906_171701_034036,2,23-27
put a hot tomato in garbagecan.,"tomato, microwave","put, heat",TRANSFORM,"Attempted to 'put' tomato into microwave for heating, but it failed.",Use the specific 'heat' verb directly with the object and microwave to heat it.,VALID_SAME_TRIAL,pick_heat_then_place_in_recep-Tomato-None-GarbageCan-16/trial_T20190906_171701_034036,2,31-31,pick_heat_then_place_in_recep-Tomato-None-GarbageCan-16/trial_T20190906_171701_034036,2,32-32
put a hot tomato in sidetable.,fridge,open,ACQUIRE,Failed to open the fridge.,Go to the fridge before attempting to open it.,VALID_NEXT_TRIAL,pick_heat_then_place_in_recep-Tomato-None-SideTable-3/trial_T20190907_140859_097831,1,2-3,pick_heat_then_place_in_recep-Tomato-None-SideTable-3/trial_T20190907_140859_097831,2,5-6
put a hot tomato in sidetable.,cabinet,open,ACQUIRE,Failed to open the cabinet.,Search for the object on the countertop after failing to open the cabinet.,VALID_SAME_TRIAL,pick_heat_then_place_in_recep-Tomato-None-SideTable-3/trial_T20190907_140859_097831,2,1-1,pick_heat_then_place_in_recep-Tomato-None-SideTable-3/trial_T20190907_140859_097831,2,8-8
put a hot tomato in sidetable.,cabinet,look in,SEARCH,Failed to look inside the cabinet.,Search for the object on the countertop after failing to look in the cabinet.,VALID_SAME_TRIAL,pick_heat_then_place_in_recep-Tomato-None-SideTable-3/trial_T20190907_140859_097831,2,2-2,pick_heat_then_place_in_recep-Tomato-None-SideTable-3/trial_T20190907_140859_097831,2,8-8
put a hot tomato in sidetable.,fridge,open,ACQUIRE,Failed to open the fridge.,Go to the fridge before attempting to open it.,VALID_SAME_TRIAL,pick_heat_then_place_in_recep-Tomato-None-SideTable-3/trial_T20190907_140859_097831,2,3-3,pick_heat_then_place_in_recep-Tomato-None-SideTable-3/trial_T20190907_140859_097831,2,5-6
put a hot tomato in sidetable.,fridge,look in,SEARCH,Failed to find the object in the fridge.,Search for the object on the countertop after failing to find it in the fridge.,VALID_SAME_TRIAL,pick_heat_then_place_in_recep-Tomato-None-SideTable-3/trial_T20190907_140859_097831,2,7-7,pick_heat_then_place_in_recep-Tomato-None-SideTable-3/trial_T20190907_140859_097831,2,8-8
put a hot tomato in sidetable.,microwave,heat,TRANSFORM,Failed to heat the tomato with the microwave.,Go to the microwave and open it before heating an object.,VALID_SAME_TRIAL,pick_heat_then_place_in_recep-Tomato-None-SideTable-3/trial_T20190907_140859_097831,2,10-10,pick_heat_then_place_in_recep-Tomato-None-SideTable-3/trial_T20190907_140859_097831,2,11-12
put a hot tomato in sidetable.,"tomato, sidetable",put,PLACE,Used 'put' command which failed to place the tomato in the sidetable.,Use 'move' command to place an object into a receptacle.,VALID_SAME_TRIAL,pick_heat_then_place_in_recep-Tomato-None-SideTable-3/trial_T20190907_140859_097831,2,15-15,pick_heat_then_place_in_recep-Tomato-None-SideTable-3/trial_T20190907_140859_097831,2,16-16
put two alarmclock in desk.,desk,go,SEARCH,"Agent issued a redundant 'go to' command for a location it was already at, resulting in no action.",Avoid redundant 'go to' commands; proceed with the next task action once at the target location.,VALID_NEXT_TRIAL,pick_two_obj_and_place-AlarmClock-None-Desk-307/trial_T20190907_013752_725369,1,14-14,pick_two_obj_and_place-AlarmClock-None-Desk-307/trial_T20190907_013752_725369,2,14-15
put two alarmclock in dresser.,drawer,open,TRANSFORM,Attempted to open a drawer that is not a closed container.,Do not attempt to open objects that are not closed containers.,VALID_SAME_TRIAL,pick_two_obj_and_place-AlarmClock-None-Dresser-305/trial_T20190907_165758_902037,1,12-13,pick_two_obj_and_place-AlarmClock-None-Dresser-305/trial_T20190907_165758_902037,1,15-15
put two alarmclock in dresser.,drawer,go to,SEARCH,Attempted to go to an inaccessible or invalid location.,"If 'go to' action results in 'Nothing happens', proceed to check the next potential location.",VALID_SAME_TRIAL,pick_two_obj_and_place-AlarmClock-None-Dresser-305/trial_T20190907_165758_902037,1,14-16,pick_two_obj_and_place-AlarmClock-None-Dresser-305/trial_T20190907_165758_902037,1,17-18
put two alarmclock in dresser.,"alarmclock, dresser",move,PLACE,Failed to move an object to a target location while not at the target location.,Ensure agent is at the target location before attempting to 'move' an object to it.,VALID_SAME_TRIAL,pick_two_obj_and_place-AlarmClock-None-Dresser-305/trial_T20190907_165758_902037,1,20-20,pick_two_obj_and_place-AlarmClock-None-Dresser-305/trial_T20190907_165758_902037,1,24-25
put two alarmclock in dresser.,"alarmclock, dresser",put,PLACE,Used 'put' action for a surface instead of a container.,"Use 'move' action for placing objects on surfaces, not 'put'.",VALID_SAME_TRIAL,pick_two_obj_and_place-AlarmClock-None-Dresser-305/trial_T20190907_165758_902037,1,22-22,pick_two_obj_and_place-AlarmClock-None-Dresser-305/trial_T20190907_165758_902037,1,24-25
put two alarmclock in shelf.,"alarmclock, shelf","pick, place",SEARCH,Alarmclock not found at the initially expected location bed 1.,Check alternative locations like desk 1 when the object is not found at the primary search spot.,VALID_SAME_TRIAL,pick_two_obj_and_place-AlarmClock-None-Shelf-316/trial_T20190909_010429_853588,1,3-3,pick_two_obj_and_place-AlarmClock-None-Shelf-316/trial_T20190909_010429_853588,1,4-4
find two book and put them in drawer.,drawer,go to,SEARCH,"Failed to navigate to drawer 3, consistently receiving 'Nothing happens'.","If 'go to' a location consistently fails, assume it's inaccessible and prioritize searching other locations.",CANDIDATE,pick_two_obj_and_place-Book-None-Drawer-307,1,8-8,pick_two_obj_and_place-Book-None-Drawer-307,3,26-26
find two book and put them in drawer.,"book, drawer","move, put",PLACE,"Failed to place an object into a drawer, receiving 'Nothing happens' when not at the target location.",Always navigate to the target container using 'go to' before attempting to place an object inside.,VALID_SAME_TRIAL,pick_two_obj_and_place-Book-None-Drawer-307,1,17-22,pick_two_obj_and_place-Book-None-Drawer-307,1,23-23
find two book and put them in drawer.,"book, bed",take,ACQUIRE,"Books on bed 1 appeared unpickable, consistently receiving 'Nothing happens' when attempting to take them.","Attempt to take different book IDs from bed 1, as some may be pickable despite initial failures.",VALID_NEXT_TRIAL,pick_two_obj_and_place-Book-None-Drawer-307,2,11-14,pick_two_obj_and_place-Book-None-Drawer-307,6,9-9
find two book and put them in drawer.,drawer,open,SEARCH,"Failed to open drawer 3, receiving 'Nothing happens'.","If 'open' a container fails, consider it unopenable and adjust search strategy to other locations.",CANDIDATE,pick_two_obj_and_place-Book-None-Drawer-307,4,21-21,pick_two_obj_and_place-Book-None-Drawer-307,4,32-32
find two book and put them in drawer.,"garbagecan, laundryhamper",open,SEARCH,"Failed to open garbagecan 1 or laundryhamper 1, receiving 'Nothing happens'.","If 'open' a container fails, consider it unopenable and adjust search strategy to other locations.",CANDIDATE,pick_two_obj_and_place-Book-None-Drawer-307,4,26-28,pick_two_obj_and_place-Book-None-Drawer-307,4,32-32
find two bowl and put them in dresser.,"Bowl, Dresser","move, go to",PLACE,Attempted to move an object to a location without being present at the destination.,Go to the target location (dresser 1) before attempting to move an object there.,VALID_SAME_TRIAL,pick_two_obj_and_place-Bowl-None-Dresser-327,1,8-8,pick_two_obj_and_place-Bowl-None-Dresser-327,1,9-10
find two bowl and put them in dresser.,"Bowl, Dresser","move, go to",PLACE,Attempted to move an object to a location without being present at the destination.,Go to the target location (dresser 1) before attempting to move an object there.,VALID_SAME_TRIAL,pick_two_obj_and_place-Bowl-None-Dresser-327,1,16-16,pick_two_obj_and_place-Bowl-None-Dresser-327,1,17-18
put two cd in dresser.,drawer,go,SEARCH,"Attempted to 'go to' drawer 2, but the action had no effect.","Successfully navigated to other drawers (3, 4, 5) by using the 'go to' command on valid targets.",VALID_SAME_TRIAL,pick_two_obj_and_place-CD-None-Dresser-303,1,3-3,pick_two_obj_and_place-CD-None-Dresser-303,1,5-5
put two cd in dresser.,drawer,open,SEARCH,"Attempted to 'open' drawer 2, but the action had no effect.",Successfully opened 'drawer 3' by using the 'open' command on an accessible drawer.,VALID_SAME_TRIAL,pick_two_obj_and_place-CD-None-Dresser-303,1,4-4,pick_two_obj_and_place-CD-None-Dresser-303,1,6-6
put two cd in dresser.,"cd, dresser",move,PLACE,"Attempted to move an object to a container, but the action had no effect.","Re-attempted the 'move' action after re-going to the target location, which resolved the issue.",VALID_SAME_TRIAL,pick_two_obj_and_place-CD-None-Dresser-303,1,19-19,pick_two_obj_and_place-CD-None-Dresser-303,1,21-21
find two candle and put them in cabinet.,candle,take,ACQUIRE,Attempted to pick up a second object while already holding one.,Place the currently held object into the target container before attempting to pick up another.,VALID_SAME_TRIAL,pick_two_obj_and_place-Candle-None-Cabinet-403/trial_T20190909_065841_838469,1,4-4,pick_two_obj_and_place-Candle-None-Cabinet-403/trial_T20190909_065841_838469,1,8-8
put two candle in drawer.,"candle, drawer",place,PLACE,"Failed to place candle in drawer 1, possibly due to it being full.","When a target container is full or fails to accept an item, find and use an alternative empty container.",VALID_SAME_TRIAL,pick_two_obj_and_place-Candle-None-Drawer-427/trial_T20190909_043940_867553,1,16-16,pick_two_obj_and_place-Candle-None-Drawer-427/trial_T20190909_043940_867553,1,20-20
put two candle in drawer.,task,finish,RECOVER,Attempted to complete the task using descriptive phrases or explicit 'finish' commands.,The task completes automatically when all conditions are met; explicit 'finish' or descriptive commands are not required.,VALID_NEXT_TRIAL,pick_two_obj_and_place-Candle-None-Drawer-427/trial_T20190909_043940_867553,1,22-31,pick_two_obj_and_place-Candle-None-Drawer-427/trial_T20190909_043940_867553,2,9-9
find two cellphone and put them in drawer.,drawer,open,SEARCH,Attempted to access contents of a closed drawer without opening it first.,Always open a closed drawer before attempting to access its contents.,VALID_SAME_TRIAL,pick_two_obj_and_place-CellPhone-None-Drawer-329/trial_T20190909_030006_191201,1,6-6,pick_two_obj_and_place-CellPhone-None-Drawer-329/trial_T20190909_030006_191201,1,7-7
