task_type,task_id,split,task_desc,already_in_memory
pick_heat_then_place_in_recep,pick_heat_then_place_in_recep-Apple-None-Fridge-10/trial_T20190906_182353_418140,valid_unseen,Place a microwaved apple in the fridge.,False
pick_heat_then_place_in_recep,pick_heat_then_place_in_recep-Apple-None-Fridge-10/trial_T20190906_182435_622538,valid_unseen,Put a heated apple next to the lettuce on the middle shelf in the refrigerator.,False
pick_heat_then_place_in_recep,pick_heat_then_place_in_recep-Apple-None-GarbageCan-10/trial_T20190908_145050_918567,valid_unseen,place a microwaved apple inside the garbage bin,False
pick_heat_then_place_in_recep,pick_heat_then_place_in_recep-Apple-None-GarbageCan-10/trial_T20190908_145143_820541,valid_unseen,Put a warmed up apple in the trash can.,False
pick_heat_then_place_in_recep,pick_heat_then_place_in_recep-Apple-None-GarbageCan-10/trial_T20190908_145356_918528,valid_unseen,Put in the heated apple in the trash bin,False
pick_heat_then_place_in_recep,pick_heat_then_place_in_recep-Cup-None-Cabinet-10/trial_T20190907_083346_800823,valid_unseen,Warm up the cup inside the cabinet.,False
pick_heat_then_place_in_recep,pick_heat_then_place_in_recep-Cup-None-Cabinet-10/trial_T20190907_083429_887065,valid_unseen,Place a heated cup in a cabinet,False
pick_heat_then_place_in_recep,pick_heat_then_place_in_recep-Cup-None-Cabinet-10/trial_T20190907_083507_594820,valid_unseen,Put a warm cup in the cabinet.,False
pick_heat_then_place_in_recep,pick_heat_then_place_in_recep-Egg-None-GarbageCan-10/trial_T20190908_113432_673307,valid_unseen,Place a heated egg in a bin,False
pick_heat_then_place_in_recep,pick_heat_then_place_in_recep-Egg-None-GarbageCan-10/trial_T20190908_113523_123938,valid_unseen,place a microwaved egg inside the garbage bin,False
pick_heat_then_place_in_recep,pick_heat_then_place_in_recep-Egg-None-GarbageCan-10/trial_T20190908_113610_425142,valid_unseen,To heat an egg and place it inside the black bin. ,False
pick_heat_then_place_in_recep,pick_heat_then_place_in_recep-Mug-None-Cabinet-10/trial_T20190909_021100_341887,valid_unseen,Place a heated mug in a cabinet.,False
pick_heat_then_place_in_recep,pick_heat_then_place_in_recep-Mug-None-Cabinet-10/trial_T20190909_021200_669381,valid_unseen,Put a warmed mug in the cabinet.,False
pick_heat_then_place_in_recep,pick_heat_then_place_in_recep-Mug-None-Cabinet-10/trial_T20190909_021247_306737,valid_unseen,heat up coffee in a mug and put it away inside the cabinet door,False
pick_heat_then_place_in_recep,pick_heat_then_place_in_recep-Mug-None-CoffeeMachine-10/trial_T20190907_171806_406231,valid_unseen,Place a warmed mug in a coffee machine.,False
pick_heat_then_place_in_recep,pick_heat_then_place_in_recep-Mug-None-CoffeeMachine-10/trial_T20190907_171850_960211,valid_unseen,Put the warm mug on the coffee maker,False
pick_heat_then_place_in_recep,pick_heat_then_place_in_recep-Mug-None-CoffeeMachine-10/trial_T20190907_171933_349922,valid_unseen,Move a heated mug to the base of the coffee maker.,False
pick_heat_then_place_in_recep,pick_heat_then_place_in_recep-Potato-None-GarbageCan-10/trial_T20190907_161745_664033,valid_unseen,Heat up a potato and put it in the trash.,False
pick_heat_then_place_in_recep,pick_heat_then_place_in_recep-Potato-None-GarbageCan-10/trial_T20190907_161853_945788,valid_unseen,Put a cooked potato in the garbage can. ,False
pick_heat_then_place_in_recep,pick_heat_then_place_in_recep-Tomato-None-GarbageCan-10/trial_T20190908_225046_020282,valid_unseen,Heat a tomato and place in a bin. ,False
pick_heat_then_place_in_recep,pick_heat_then_place_in_recep-Tomato-None-GarbageCan-10/trial_T20190908_225359_617900,valid_unseen,Heat a tomato and place in the bin. ,False
pick_heat_then_place_in_recep,pick_heat_then_place_in_recep-Tomato-None-GarbageCan-10/trial_T20190908_225453_272533,valid_unseen,Heat a tomato and throw it away.,False
pick_two_obj_and_place,pick_two_obj_and_place-CD-None-Safe-308/trial_T20190907_050942_897916,valid_unseen,Secure two discs in a bedroom safe.,False
pick_two_obj_and_place,pick_two_obj_and_place-CD-None-Safe-308/trial_T20190907_051013_060265,valid_unseen,Transfer the two CDs from the desk to the vault.,False
pick_two_obj_and_place,pick_two_obj_and_place-CD-None-Safe-308/trial_T20190907_051056_585414,valid_unseen,Put the two disks from the desk into the safe.,False
pick_two_obj_and_place,pick_two_obj_and_place-KeyChain-None-Safe-219/trial_T20190909_011803_423115,valid_unseen,put two sets of keys inside safe,False
pick_two_obj_and_place,pick_two_obj_and_place-KeyChain-None-Safe-219/trial_T20190909_012027_782483,valid_unseen,Put two sets of keys in the safe. ,False
pick_two_obj_and_place,pick_two_obj_and_place-PepperShaker-None-Drawer-10/trial_T20190908_010306_215435,valid_unseen,Put two shakers in a drawer.,False
pick_two_obj_and_place,pick_two_obj_and_place-PepperShaker-None-Drawer-10/trial_T20190912_221016_460197,valid_unseen,Place two salt shakers in a drawer.,False
pick_two_obj_and_place,pick_two_obj_and_place-PepperShaker-None-Drawer-10/trial_T20190912_221141_608117,valid_unseen,Place two salt shakers in the drawer.,False
pick_two_obj_and_place,pick_two_obj_and_place-Pillow-None-Sofa-219/trial_T20190907_163240_345855,valid_unseen,Put two pillows on the sofa.,False
pick_two_obj_and_place,pick_two_obj_and_place-Pillow-None-Sofa-219/trial_T20190907_163327_486300,valid_unseen,Put two pillows on the couch.,False
pick_two_obj_and_place,pick_two_obj_and_place-Pillow-None-Sofa-219/trial_T20190907_163408_914117,valid_unseen,Put two pillows on the sofa.,False
pick_two_obj_and_place,pick_two_obj_and_place-SoapBar-None-Cabinet-424/trial_T20190909_081720_491733,valid_unseen,Put two bars of soap in the cabinet.,False
pick_two_obj_and_place,pick_two_obj_and_place-SoapBar-None-Cabinet-424/trial_T20190909_081746_857594,valid_unseen,To move two bars of soap to the cabinet. ,False
pick_two_obj_and_place,pick_two_obj_and_place-SoapBar-None-GarbageCan-424/trial_T20190909_064053_839817,valid_unseen,Throw two bars of soap in the trash bin.,False
pick_two_obj_and_place,pick_two_obj_and_place-SoapBar-None-GarbageCan-424/trial_T20190909_064221_368939,valid_unseen,To move two bars of soap to the gold bin. ,False
pick_two_obj_and_place,pick_two_obj_and_place-SoapBar-None-GarbageCan-424/trial_T20190909_064309_357168,valid_unseen,Throw both pieces of soap into the trash can.,False
pick_two_obj_and_place,pick_two_obj_and_place-ToiletPaper-None-Cabinet-424/trial_T20190906_202926_527010,valid_unseen,Put toilet paper rolls in a cabinet under the sink.,False
