variant,task_id,task_desc,react_success,variant_success,react_reward,variant_reward,delta_reward,react_steps,variant_steps,help_calls,status,failure_mode,react_final_sql,variant_final_sql,variant_memories
CR+TR,sql_28,Which abbreviation corresponds to Jetblue Airways?,1,1,1.0000,1.0000,+0.0000,6,5,0,same,neutral_query_change,SELECT Abbreviation FROM airlines WHERE Airline = 'Jetblue Airways',SELECT Abbreviation FROM airlines WHERE Airline = 'Jetblue Airways';,24 (0.504): Return the codes of countries for which Spanish is the predominantly spoken l... | issue=Misinterpretation of 'predominantly spoken language' as highest percentage. | learning=Interpret 'predominantly spoken language' as the official language by filtering on `IsOfficial` = 'T'.
CR+TR,sql_30,What is the ship id and name that caused most total injuries?,0,0,0.0000,0.0000,+0.0000,8,6,0,same,unchanged,"SELECT s.id, s.name FROM ship AS s JOIN death AS d ON s.id = d.caused_by_ship_id GROUP BY s.id, s.name ORDER BY SUM(d.injured) DESC LIMIT 1;","SELECT s.id, s.name FROM ship AS s JOIN death AS d ON s.id = d.caused_by_ship_id GROUP BY s.id, s.name ORDER BY SUM(d.injured) DESC LIMIT 1;","37 (0.599): What's the name of the course with most number of enrollments? | issue=Incorrect column used for counting enrollments, leading to a wrong result. | learning=Use the primary key of the enrollment table (student_course_id) for accurate counting of enrollments."
CR+TR,sql_31,How many flights arriving in Aberdeen city?,1,1,1.0000,1.0000,+0.0000,8,6,0,same,neutral_query_change,SELECT COUNT(*) AS num_flights FROM flights JOIN airports ON flights.DestAirport = airports.AirportCode WHERE airports.City = 'Aberdeen';,SELECT COUNT(*) AS num_flights FROM flights f JOIN airports a ON f.DestAirport = a.AirportCode WHERE a.City = 'Aberdeen';,"84 (0.556): Find the total number of tours for each ranking date. | issue=Query returned an empty result set, leading to confusion about data existence. | learning=Recognize that an empty result set can be the correct answer if the underlying table is empty."
CR+TR,sql_38,List the name and date the battle that has lost the ship named 'Lettice' and the ship named 'HMS Atalanta',1,1,1.0000,1.0000,+0.0000,6,7,0,same,neutral_query_change,"SELECT DISTINCT b.name, b.date FROM ship AS s JOIN battle AS b ON s.lost_in_battle = b.id WHERE s.name IN ('Lettice', 'HMS Atalanta');","SELECT DISTINCT b.name, b.date FROM battle AS b JOIN ship AS s ON s.lost_in_battle = b.id WHERE s.name IN ('Lettice', 'HMS Atalanta');",
CR+TR,sql_39,List all singer names in concerts in year 2014.,0,0,0.8300,0.8300,+0.0000,9,8,0,same,neutral_query_change,SELECT DISTINCT s.Name FROM singer AS s JOIN singer_in_concert AS sic ON s.Singer_ID = sic.Singer_ID JOIN concert AS c ON sic.concert_ID = c.concert_ID WHERE c.Year = '2014',SELECT DISTINCT s.Name FROM singer AS s JOIN singer_in_concert AS sic ON s.Singer_ID = sic.Singer_ID JOIN concert AS c ON sic.concert_ID = c.concert_ID WHERE c.Year = '2014';,"149 (0.638): What are the full names of all players, sorted by birth date? | issue=Assuming table is empty without explicit verification. | learning=Verify table emptiness with SELECT COUNT(*) before assuming no data."
CR+TR,sql_42,What country is Jetblue Airways affiliated with?,1,1,1.0000,1.0000,+0.0000,8,4,0,same,unchanged,SELECT Country FROM airlines WHERE Airline = 'Jetblue Airways';,SELECT Country FROM airlines WHERE Airline = 'Jetblue Airways';,
CR+TR,sql_49,list all cartoon titles and their directors ordered by their air date,1,1,1.0000,1.0000,+0.0000,6,5,0,same,neutral_query_change,"SELECT Title, Directed_by FROM cartoon ORDER BY Original_air_date","SELECT Title, Directed_by FROM cartoon ORDER BY Original_air_date;","149 (0.613): What are the full names of all players, sorted by birth date? | issue=Assuming table is empty without explicit verification. | learning=Verify table emptiness with SELECT COUNT(*) before assuming no data. || 329 (0.599): Show the date of the transcript which shows the least number of results, also... | issue=Incorrect query structure for finding minimum count and joining, leading to an incomple... | learning=Use a subquery to find the minimum count first, then join with the main table to retrieve desired columns. || 314 (0.599): What are the ids and names of each document, as well as the number of paragra... | issue=Incomplete SQL query leading to syntax error. | learning=Construct a complete SQL query with SELECT, FROM, JOIN, ON, and GROUP BY clauses."
CR+TR,sql_52,What are the names of all cartoons directed by Ben Jones?,1,1,1.0000,1.0000,+0.0000,6,4,0,same,unchanged,SELECT Title FROM cartoon WHERE Directed_by = 'Ben Jones';,SELECT Title FROM cartoon WHERE Directed_by = 'Ben Jones';,"143 (0.526): What are the names of the dogs for which the owner has not spend more than 10... | issue=Incorrect GROUP BY clause when selecting non-aggregated columns. | learning=To select dog names based on owner's total treatment cost, use a subquery to filter owners first, then join back to d... || 203 (0.510): What are the arriving date and the departing date of the dogs who have gone t... | issue=Query returned duplicate rows due to multiple treatments for the same dog. | learning=Use DISTINCT keyword in SELECT clause to retrieve unique combinations of arriving and departing dates."
CR+TR,sql_63,Which country has the most of TV Channels? List the country and number of TV Channels it has.,1,1,1.0000,1.0000,+0.0000,5,5,0,same,neutral_query_change,"SELECT Country, COUNT(*) AS number_of_tv_channels FROM tv_channel GROUP BY Country ORDER BY number_of_tv_channels DESC LIMIT 1","SELECT Country, COUNT(*) AS number_of_tv_channels FROM tv_channel GROUP BY Country ORDER BY number_of_tv_channels DESC LIMIT 1;","49 (0.613): How many countries have a republic as their form of government? | issue=Incorrect filtering logic using LIKE instead of exact match for 'Republic'. | learning=Use an exact match with '=' when the entire string value is known, instead of LIKE for specific values. || 200 (0.609): Count the number of countries for which Spanish is the predominantly spoken l... | issue=Incorrect interpretation of 'predominantly spoken language' leading to an inaccurate WH... | learning=To find the predominantly spoken language, identify the language with the maximum percentage for each country using a..."
CR+TR,sql_65,What are the names of the singers who performed in a concert in 2014?,0,0,0.8300,0.8300,+0.0000,9,6,0,same,neutral_query_change,SELECT DISTINCT s.Name FROM singer AS s JOIN singer_in_concert AS sic ON s.Singer_ID = sic.Singer_ID JOIN concert AS c ON sic.concert_ID = c.concert_ID WHERE c.Year = '2014',SELECT DISTINCT s.Name FROM singer AS s JOIN singer_in_concert AS sic ON s.Singer_ID = sic.Singer_ID JOIN concert AS c ON sic.concert_ID = c.concert_ID WHERE c.Year = '2014';,"57 (0.585): What are each professional's first name and description of the treatment they... | issue=The initial query returned duplicate rows for professionals and their treatments. | learning=Use DISTINCT to eliminate duplicate rows when a professional performs multiple treatments of the same type. || 58 (0.585): What are each professional's first name and description of the treatment they... | issue=Attempted to execute an incomplete SELECT statement, resulting in a syntax error. | learning=Ensure SELECT statements are complete with columns and FROM clause before execution. || 149 (0.572): What are the full names of all players, sorted by birth date? | issue=Assuming table is empty without explicit verification. | learning=Verify table emptiness with SELECT COUNT(*) before assuming no data."
CR+TR,sql_66,Show the stadium name and the number of concerts in each stadium.,1,0,1.0000,0.5600,-0.4400,8,6,0,regression,join inclusivity / zero-row inclusion,"SELECT s.Name, COUNT(c.concert_ID) AS num_concerts FROM stadium AS s JOIN concert AS c ON s.Stadium_ID = c.Stadium_ID GROUP BY s.Name","SELECT s.Name, COUNT(c.concert_ID) AS number_of_concerts FROM stadium AS s LEFT JOIN concert AS c ON s.Stadium_ID = c.Stadium_ID GROUP BY s.Stadium_ID, s.Name;","84 (0.746): Find the total number of tours for each ranking date. | issue=Query returned an empty result set, leading to confusion about data existence. | learning=Recognize that an empty result set can be the correct answer if the underlying table is empty. || 281 (0.722): Find the name of tourney that has more than 10 matches. | issue=Not checking table emptiness before attempting complex queries. | learning=Prioritize checking table row count with `SELECT COUNT(*)` to avoid misinterpreting empty results."
CR+TR,sql_72,"What is the average, minimum, and maximum age of all singers from France?",1,1,1.0000,1.0000,+0.0000,6,4,0,same,unchanged,"SELECT AVG(Age) AS average_age, MIN(Age) AS minimum_age, MAX(Age) AS maximum_age FROM singer WHERE Country = 'France';","SELECT AVG(Age) AS average_age, MIN(Age) AS minimum_age, MAX(Age) AS maximum_age FROM singer WHERE Country = 'France';","330 (0.605): Give the mean life expectancy of countries in which English is not the offici... | issue=Incorrect filtering logic for 'IsOfficial' column, leading to wrong results. | learning=Use a subquery with NOT IN to exclude countries where English is an official language."
CR+TR,sql_73,How many flights depart from City 'Aberdeen' and have destination City 'Ashley'?,1,1,1.0000,1.0000,+0.0000,7,7,0,same,unchanged,SELECT COUNT(*) AS num_flights FROM flights f JOIN airports a1 ON f.SourceAirport = a1.AirportCode JOIN airports a2 ON f.DestAirport = a2.AirportCode WHERE a1.City = 'Aberdeen' AND a2.City = 'Ashley';,SELECT COUNT(*) AS num_flights FROM flights f JOIN airports a1 ON f.SourceAirport = a1.AirportCode JOIN airports a2 ON f.DestAirport = a2.AirportCode WHERE a1.City = 'Aberdeen' AND a2.City = 'Ashley';,"84 (0.589): Find the total number of tours for each ranking date. | issue=Query returned an empty result set, leading to confusion about data existence. | learning=Recognize that an empty result set can be the correct answer if the underlying table is empty. || 281 (0.577): Find the name of tourney that has more than 10 matches. | issue=Not checking table emptiness before attempting complex queries. | learning=Prioritize checking table row count with `SELECT COUNT(*)` to avoid misinterpreting empty results."
CR+TR,sql_81,Find all airlines that have flights from both airports 'APG' and 'CVO'.,1,1,1.0000,1.0000,+0.0000,13,12,0,same,unchanged,"SELECT a.Airline FROM airlines AS a JOIN flights AS f ON a.uid = f.Airline WHERE f.SourceAirport IN ('APG', 'CVO') GROUP BY a.uid, a.Airline HAVING COUNT(DISTINCT f.SourceAirport) = 2;","SELECT a.Airline FROM airlines AS a JOIN flights AS f ON a.uid = f.Airline WHERE f.SourceAirport IN ('APG', 'CVO') GROUP BY a.uid, a.Airline HAVING COUNT(DISTINCT f.SourceAirport) = 2;","281 (0.603): Find the name of tourney that has more than 10 matches. | issue=Not checking table emptiness before attempting complex queries. | learning=Prioritize checking table row count with `SELECT COUNT(*)` to avoid misinterpreting empty results. || 117 (0.594): What are the names and ids of every course with less than 2 sections? | issue=Incorrectly counting sections using COUNT(*) instead of COUNT(section_id) after a JOIN. | learning=When counting related entities after a JOIN, use COUNT(specific_id) to avoid counting duplicate rows from the join."
CR+TR,sql_84,List the language used least number of TV Channel. List language and number of TV Channel.,1,1,1.0000,1.0000,+0.0000,7,5,0,same,neutral_query_change,"SELECT Language, COUNT(*) AS number_of_tv_channel FROM tv_channel GROUP BY Language HAVING COUNT(*) = ( SELECT MIN(lang_count) FROM ( SELECT COUNT(*) AS lang_count FROM tv_channel GROUP BY Language ) AS counts )","SELECT Language, COUNT(*) AS number_of_tv_channel FROM tv_channel GROUP BY Language HAVING COUNT(*) = ( SELECT MIN(language_count) FROM ( SELECT COUNT(*) AS language_count FROM tv_channel GROUP BY Language ) AS t );","170 (0.671): Return the country codes for countries that do not speak English. | issue=Incorrect filtering logic: `WHERE Language != 'English'` returns countries that speak *... | learning=To find countries that do not speak a specific language, use `NOT IN` with a subquery to exclude countries where that..."
CR+TR,sql_91,What are the package options and the name of the series for the TV Channel that supports high definition TV?,1,1,1.0000,1.0000,+0.0000,6,5,0,same,neutral_query_change,"SELECT Package_Option, series_name FROM tv_channel WHERE Hight_definition_TV = 'Yes'","SELECT Package_Option, series_name FROM tv_channel WHERE Hight_definition_TV = 'yes';","274 (0.587): What are the cost and treatment type description of each treatment? | issue=Incomplete SQL query leading to syntax error. | learning=Construct a complete SELECT statement with columns, FROM clause, and JOIN conditions. || 275 (0.587): What are the cost and treatment type description of each treatment? | issue=Failure to construct a JOIN query to combine data from two tables. | learning=Identify common columns between tables and use JOIN clause to link them. || 37 (0.561): What's the name of the course with most number of enrollments? | issue=Incorrect column used for counting enrollments, leading to a wrong result. | learning=Use the primary key of the enrollment table (student_course_id) for accurate counting of enrollments."
CR+TR,sql_98,What are the titles of all cartoons directed by Ben Jones or Brandon Vietti?,1,1,1.0000,1.0000,+0.0000,6,4,0,same,unchanged,"SELECT Title FROM cartoon WHERE Directed_by IN ('Ben Jones', 'Brandon Vietti');","SELECT Title FROM cartoon WHERE Directed_by IN ('Ben Jones', 'Brandon Vietti');","143 (0.527): What are the names of the dogs for which the owner has not spend more than 10... | issue=Incorrect GROUP BY clause when selecting non-aggregated columns. | learning=To select dog names based on owner's total treatment cost, use a subquery to filter owners first, then join back to d... || 203 (0.511): What are the arriving date and the departing date of the dogs who have gone t... | issue=Query returned duplicate rows due to multiple treatments for the same dog. | learning=Use DISTINCT keyword in SELECT clause to retrieve unique combinations of arriving and departing dates. || 57 (0.506): What are each professional's first name and description of the treatment they... | issue=The initial query returned duplicate rows for professionals and their treatments. | learning=Use DISTINCT to eliminate duplicate rows when a professional performs multiple treatments of the same type."
CR+TR,sql_113,"Show name, country, age for all singers ordered by age from the oldest to the youngest.",1,1,1.0000,1.0000,+0.0000,6,4,0,same,neutral_query_change,"SELECT Name, Country, Age FROM singer ORDER BY Age DESC","SELECT Name, Country, Age FROM singer ORDER BY Age DESC;","149 (0.747): What are the full names of all players, sorted by birth date? | issue=Assuming table is empty without explicit verification. | learning=Verify table emptiness with SELECT COUNT(*) before assuming no data."
CR+TR,sql_117,Which airlines have less than 200 flights?,1,0,1.0000,0.0000,-1.0000,8,6,0,regression,join inclusivity / zero-row inclusion,"SELECT a.Airline FROM airlines AS a JOIN flights AS f ON a.uid = f.Airline GROUP BY a.uid, a.Airline HAVING COUNT(*) < 200","SELECT a.Airline FROM airlines AS a LEFT JOIN flights AS f ON a.uid = f.Airline GROUP BY a.uid, a.Airline HAVING COUNT(f.Airline) < 200;","117 (0.594): What are the names and ids of every course with less than 2 sections? | issue=Incorrectly counting sections using COUNT(*) instead of COUNT(section_id) after a JOIN. | learning=When counting related entities after a JOIN, use COUNT(specific_id) to avoid counting duplicate rows from the join."
CR+TR,sql_120,find the pixel aspect ratio and nation of the tv channels that do not use English.,1,0,1.0000,0.2500,-0.7500,6,7,0,regression,set granularity / duplicate collapse,"SELECT Pixel_aspect_ratio_PAR, Country FROM tv_channel WHERE Language != 'English'","SELECT DISTINCT Pixel_aspect_ratio_PAR, Country FROM tv_channel WHERE Language <> 'English';","170 (0.700): Return the country codes for countries that do not speak English. | issue=Incorrect filtering logic: `WHERE Language != 'English'` returns countries that speak *... | learning=To find countries that do not speak a specific language, use `NOT IN` with a subquery to exclude countries where that..."
CR+TR,sql_127,What is the name and capacity of the stadium with the most concerts after 2013 ?,1,1,1.0000,1.0000,+0.0000,9,5,0,same,neutral_query_change,"SELECT s.Name, s.Capacity FROM stadium AS s JOIN concert AS c ON s.Stadium_ID = c.Stadium_ID WHERE CAST(c.Year AS SIGNED) > 2013 GROUP BY s.Stadium_ID, s.Name, s.Capacity ORDER BY COUNT(*) DESC LIMIT 1;","SELECT s.Name, s.Capacity FROM stadium AS s JOIN concert AS c ON s.Stadium_ID = c.Stadium_ID WHERE CAST(c.Year AS UNSIGNED) > 2013 GROUP BY s.Stadium_ID, s.Name, s.Capacity ORDER BY COUNT(*) DESC LIMIT 1;",
CR+TR,sql_131,Find the number of cartoons directed by each of the listed directors.,0,0,0.0000,0.0000,+0.0000,6,5,0,same,neutral_query_change,"SELECT Directed_by, COUNT(*) AS num_cartoons FROM cartoon GROUP BY Directed_by;","SELECT Directed_by, COUNT(*) AS number_of_cartoons FROM cartoon GROUP BY Directed_by;","12 (0.679): Show the names of high school students and their corresponding number of frie... | issue=Incorrectly assumed friendship is unidirectional, leading to undercounting friends. | learning=Recognize symmetric relationships in data; use UNION ALL to combine both directions of friendship for accurate counting."
CR+TR,sql_139,What is the age and hometown of every teacher?,1,1,1.0000,1.0000,+0.0000,6,4,0,same,unchanged,"SELECT Age, Hometown FROM teacher","SELECT Age, Hometown FROM teacher","149 (0.689): What are the full names of all players, sorted by birth date? | issue=Assuming table is empty without explicit verification. | learning=Verify table emptiness with SELECT COUNT(*) before assuming no data. || 77 (0.679): What are each owner's first name, last name, and the size of their dog? | issue=Incomplete SQL query leading to syntax error. | learning=Construct a complete SQL SELECT statement with all necessary clauses (FROM, JOIN, ON). || 78 (0.679): What are each owner's first name, last name, and the size of their dog? | issue=Missing JOIN conditions to link owners, dogs, and sizes tables. | learning=Use JOIN clauses with appropriate ON conditions (owner_id, size_code) to link related tables."
CR+TR,sql_144,Which city is the most frequent source airport?,1,1,1.0000,1.0000,+0.0000,8,6,0,same,neutral_query_change,SELECT a.City FROM flights f JOIN airports a ON f.SourceAirport = a.AirportCode GROUP BY a.City ORDER BY COUNT(*) DESC LIMIT 1,SELECT a.City FROM flights AS f JOIN airports AS a ON f.SourceAirport = a.AirportCode GROUP BY a.City ORDER BY COUNT(*) DESC LIMIT 1;,"74 (0.596): What is the most populace city that speaks English? | issue=Missing filter for official language, leading to an incorrect result. | learning=Add `AND T3.IsOfficial = 'T'` to the WHERE clause to filter for official languages. || 75 (0.596): What is the most populace city that speaks English? | issue=Missing join with the `country` table, potentially affecting language filtering. | learning=Include `JOIN country AS T2 ON T1.CountryCode = T2.Code` to ensure correct country-language mapping. || 37 (0.585): What's the name of the course with most number of enrollments? | issue=Incorrect column used for counting enrollments, leading to a wrong result. | learning=Use the primary key of the enrollment table (student_course_id) for accurate counting of enrollments."
CR+TR,sql_146,What is the name and capacity for the stadium with the highest average attendance?,1,1,1.0000,1.0000,+0.0000,8,4,0,same,unchanged,"SELECT Name, Capacity FROM stadium WHERE Average = (SELECT MAX(Average) FROM stadium);","SELECT Name, Capacity FROM stadium WHERE Average = (SELECT MAX(Average) FROM stadium);",
CR+TR,sql_147,"List the title of all  Cartoons showed on TV Channel with series name ""Sky Radio"".",1,1,1.0000,1.0000,+0.0000,8,7,0,same,neutral_query_change,SELECT cartoon.Title FROM cartoon JOIN tv_channel ON cartoon.Channel = tv_channel.id WHERE tv_channel.series_name = 'Sky Radio';,SELECT DISTINCT c.Title FROM cartoon AS c JOIN tv_channel AS t ON c.Channel = t.id WHERE t.series_name = 'Sky Radio';,"143 (0.528): What are the names of the dogs for which the owner has not spend more than 10... | issue=Incorrect GROUP BY clause when selecting non-aggregated columns. | learning=To select dog names based on owner's total treatment cost, use a subquery to filter owners first, then join back to d... || 57 (0.525): What are each professional's first name and description of the treatment they... | issue=The initial query returned duplicate rows for professionals and their treatments. | learning=Use DISTINCT to eliminate duplicate rows when a professional performs multiple treatments of the same type. || 58 (0.525): What are each professional's first name and description of the treatment they... | issue=Attempted to execute an incomplete SELECT statement, resulting in a syntax error. | learning=Ensure SELECT statements are complete with columns and FROM clause before execution."
CR+TR,sql_148,What are the opening year and staff number of the museum named Plaza Museum?,0,0,0.0000,0.0000,+0.0000,5,5,0,same,unchanged,"SELECT Open_Year, Num_of_Staff FROM museum WHERE Name = 'Plaza Museum';","SELECT Open_Year, Num_of_Staff FROM museum WHERE Name = 'Plaza Museum';",
CR+TR,sql_162,What are the ids of the TV channels that do not have any cartoons directed by Ben Jones?,1,1,1.0000,1.0000,+0.0000,9,5,0,same,neutral_query_change,SELECT id FROM tv_channel WHERE id NOT IN ( SELECT Channel FROM cartoon WHERE Directed_by = 'Ben Jones' ),SELECT id FROM tv_channel WHERE id NOT IN ( SELECT Channel FROM cartoon WHERE Directed_by = 'Ben Jones' AND Channel IS NOT NULL );,"170 (0.561): Return the country codes for countries that do not speak English. | issue=Incorrect filtering logic: `WHERE Language != 'English'` returns countries that speak *... | learning=To find countries that do not speak a specific language, use `NOT IN` with a subquery to exclude countries where that... || 143 (0.558): What are the names of the dogs for which the owner has not spend more than 10... | issue=Incorrect GROUP BY clause when selecting non-aggregated columns. | learning=To select dog names based on owner's total treatment cost, use a subquery to filter owners first, then join back to d... || 99 (0.558): Show ids of all students who do not have any friends. | issue=Incorrectly assumed an empty result set for 'no friends' was wrong. | learning=Verify data existence in related tables to confirm if an empty result set is valid."
CR+TR,sql_163,Which city has most number of arriving flights?,1,1,1.0000,1.0000,+0.0000,7,6,0,same,neutral_query_change,SELECT a.City FROM flights f JOIN airports a ON f.DestAirport = a.AirportCode GROUP BY a.City ORDER BY COUNT(*) DESC LIMIT 1;,SELECT a.City FROM flights AS f JOIN airports AS a ON f.DestAirport = a.AirportCode GROUP BY a.City ORDER BY COUNT(*) DESC LIMIT 1;,"74 (0.627): What is the most populace city that speaks English? | issue=Missing filter for official language, leading to an incorrect result. | learning=Add `AND T3.IsOfficial = 'T'` to the WHERE clause to filter for official languages. || 75 (0.627): What is the most populace city that speaks English? | issue=Missing join with the `country` table, potentially affecting language filtering. | learning=Include `JOIN country AS T2 ON T1.CountryCode = T2.Code` to ensure correct country-language mapping. || 134 (0.605): Find the average rank of winners in all matches. | issue=Attempted to average `winner_rank` directly from `matches` table, but column was entire... | learning=Always verify column data presence (e.g., using COUNT(column) WHERE column IS NOT NULL) before performing aggregations."
CR+TR,sql_181,Which city has the most frequent destination airport?,0,0,0.0000,0.0000,+0.0000,8,6,0,same,neutral_query_change,"SELECT a.City FROM flights AS f JOIN airports AS a ON f.DestAirport = a.AirportCode GROUP BY f.DestAirport, a.City ORDER BY COUNT(*) DESC LIMIT 1","SELECT a.City FROM flights AS f JOIN airports AS a ON f.DestAirport = a.AirportCode GROUP BY f.DestAirport, a.City ORDER BY COUNT(*) DESC LIMIT 1;","74 (0.595): What is the most populace city that speaks English? | issue=Missing filter for official language, leading to an incorrect result. | learning=Add `AND T3.IsOfficial = 'T'` to the WHERE clause to filter for official languages. || 75 (0.595): What is the most populace city that speaks English? | issue=Missing join with the `country` table, potentially affecting language filtering. | learning=Include `JOIN country AS T2 ON T1.CountryCode = T2.Code` to ensure correct country-language mapping."
CR+TR,sql_185,What are the death and injury situations caused by the ship with tonnage 't'?,1,0,1.0000,0.0000,-1.0000,8,6,0,regression,output column drift,"SELECT d.killed, d.injured FROM death AS d JOIN ship AS s ON d.caused_by_ship_id = s.id WHERE s.tonnage = 't';","SELECT d.note, d.killed, d.injured FROM death AS d JOIN ship AS s ON d.caused_by_ship_id = s.id WHERE s.tonnage = 't';","77 (0.588): What are each owner's first name, last name, and the size of their dog? | issue=Incomplete SQL query leading to syntax error. | learning=Construct a complete SQL SELECT statement with all necessary clauses (FROM, JOIN, ON). || 78 (0.588): What are each owner's first name, last name, and the size of their dog? | issue=Missing JOIN conditions to link owners, dogs, and sizes tables. | learning=Use JOIN clauses with appropriate ON conditions (owner_id, size_code) to link related tables. || 79 (0.588): What are each owner's first name, last name, and the size of their dog? | issue=Not specifying columns to select from joined tables. | learning=Explicitly select required columns (first_name, last_name, size_description) from the joined tables."
CR+TR,sql_186,How many flights does airline 'JetBlue Airways' have?,1,1,1.0000,1.0000,+0.0000,8,5,0,same,neutral_query_change,SELECT COUNT(*) AS num_flights FROM flights AS f JOIN airlines AS a ON f.Airline = a.uid WHERE a.Airline = 'JetBlue Airways';,SELECT COUNT(*) AS flight_count FROM flights f JOIN airlines a ON f.Airline = a.uid WHERE a.Airline = 'JetBlue Airways';,"84 (0.526): Find the total number of tours for each ranking date. | issue=Query returned an empty result set, leading to confusion about data existence. | learning=Recognize that an empty result set can be the correct answer if the underlying table is empty."
CR+TR,sql_193,List each language and the number of TV Channels using it.,1,1,1.0000,1.0000,+0.0000,6,3,0,same,unchanged,"SELECT Language, COUNT(*) AS number_of_tv_channels FROM tv_channel GROUP BY Language","SELECT Language, COUNT(*) AS number_of_tv_channels FROM tv_channel GROUP BY Language","181 (0.703): What are the country codes of the different countries, and what are the langu... | issue=Incomplete CTE definition leading to SQL syntax error. | learning=Provide the complete Common Table Expression (CTE) definition and the subsequent SELECT statement in a single action ..."
CR+TR,sql_204,which countries' tv channels are not playing any cartoon written by Todd Casey?,0,0,0.3333,0.3333,+0.0000,8,9,0,same,neutral_query_change,SELECT DISTINCT t.Country FROM tv_channel AS t WHERE t.id NOT IN ( SELECT c.Channel FROM cartoon AS c WHERE c.Written_by = 'Todd Casey' ),SELECT DISTINCT Country FROM tv_channel WHERE id NOT IN ( SELECT Channel FROM cartoon WHERE Written_by = 'Todd Casey' );,"170 (0.529): Return the country codes for countries that do not speak English. | issue=Incorrect filtering logic: `WHERE Language != 'English'` returns countries that speak *... | learning=To find countries that do not speak a specific language, use `NOT IN` with a subquery to exclude countries where that..."
CR+TR,sql_205,How many flights land in Aberdeen or Abilene?,1,1,1.0000,1.0000,+0.0000,8,11,0,same,neutral_query_change,"SELECT COUNT(*) AS num_flights FROM flights f JOIN airports a ON f.DestAirport = a.AirportCode WHERE a.City IN ('Aberdeen', 'Abilene');","SELECT COUNT(*) AS num_flights FROM flights AS f JOIN airports AS a ON f.DestAirport = a.AirportCode WHERE TRIM(a.City) IN ('Aberdeen', 'Abilene');",
CR+TR,sql_208,What are the names of the teachers whose courses have not been arranged?,1,1,1.0000,1.0000,+0.0000,9,7,0,same,neutral_query_change,SELECT Name FROM teacher WHERE Teacher_ID NOT IN (SELECT Teacher_ID FROM course_arrange),SELECT Name FROM teacher WHERE Teacher_ID NOT IN ( SELECT Teacher_ID FROM course_arrange );,"117 (0.689): What are the names and ids of every course with less than 2 sections? | issue=Incorrectly counting sections using COUNT(*) instead of COUNT(section_id) after a JOIN. | learning=When counting related entities after a JOIN, use COUNT(specific_id) to avoid counting duplicate rows from the join."
CR+TR,sql_213,Give the city and country for the Alton airport.,1,1,1.0000,1.0000,+0.0000,13,7,0,same,neutral_query_change,"SELECT City, Country FROM airports WHERE AirportName LIKE 'Alton%';","SELECT City, Country FROM airports WHERE AirportName = 'Alton';",
CR+TR,sql_224,List the names of teachers in ascending order of age.,1,1,1.0000,1.0000,+0.0000,5,4,0,same,neutral_query_change,SELECT Name FROM teacher ORDER BY Age ASC;,SELECT Name FROM teacher ORDER BY CAST(Age AS UNSIGNED) ASC;,"149 (0.774): What are the full names of all players, sorted by birth date? | issue=Assuming table is empty without explicit verification. | learning=Verify table emptiness with SELECT COUNT(*) before assuming no data. || 12 (0.731): Show the names of high school students and their corresponding number of frie... | issue=Incorrectly assumed friendship is unidirectional, leading to undercounting friends. | learning=Recognize symmetric relationships in data; use UNION ALL to combine both directions of friendship for accurate counting. || 349 (0.729): List each owner's first name, last name, and the size of his for her dog. | issue=Incomplete SQL query leading to syntax error. | learning=Construct a complete SELECT statement with all necessary clauses and joins."
CR+TR,sql_226,How many airlines are from USA?,1,1,1.0000,1.0000,+0.0000,6,3,0,same,neutral_query_change,SELECT COUNT(*) AS num_airlines FROM airlines WHERE Country = 'USA',SELECT COUNT(*) AS num_airlines FROM airlines WHERE Country = 'USA';,"6 (0.564): Give the mean GNP and total population of nations which are considered US ter... | issue=Incorrect filtering logic: using LIKE '%United States%' or '%US%' to identify territories. | learning=Explicitly list known US territories in a WHERE IN clause when direct identification is not possible. || 7 (0.564): Give the mean GNP and total population of nations which are considered US ter... | issue=Incorrect assumption that 'United States Minor Outlying Islands' is the sole US territory. | learning=Identify a comprehensive list of relevant entities (US territories) for accurate aggregation. || 200 (0.559): Count the number of countries for which Spanish is the predominantly spoken l... | issue=Incorrect interpretation of 'predominantly spoken language' leading to an inaccurate WH... | learning=To find the predominantly spoken language, identify the language with the maximum percentage for each country using a..."
CR+TR,sql_229,find the id of tv channels that do not play any cartoon directed by Ben Jones.,1,1,1.0000,1.0000,+0.0000,10,6,0,same,neutral_query_change,SELECT id FROM tv_channel WHERE id NOT IN (SELECT DISTINCT Channel FROM cartoon WHERE Directed_by = 'Ben Jones'),SELECT id FROM tv_channel WHERE id NOT IN ( SELECT Channel FROM cartoon WHERE Directed_by = 'Ben Jones' );,"99 (0.647): Show ids of all students who do not have any friends. | issue=Incorrectly assumed an empty result set for 'no friends' was wrong. | learning=Verify data existence in related tables to confirm if an empty result set is valid. || 170 (0.626): Return the country codes for countries that do not speak English. | issue=Incorrect filtering logic: `WHERE Language != 'English'` returns countries that speak *... | learning=To find countries that do not speak a specific language, use `NOT IN` with a subquery to exclude countries where that... || 128 (0.622): Find the first names that are used for professionals or owners but are not us... | issue=Incorrect use of EXCEPT operator with UNION, leading to an incomplete query. | learning=Apply EXCEPT to the combined set of names, not individually to each SELECT statement."
